Target age (ka),Site Name,Latitude,Longitude,New global consolidated biome scheme,Biome 6000 Consolidated Name,Biome 6000 biome code,MegaBiomes (Scheme 2),Remove_points
0,EMBSECBIO1067,40.900,22.630,graminoid and forb tundra,undifferentiated tundra,4,tundra,0
0,EMBSECBIO1068,40.890,22.630,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1069,40.890,22.630,steppe,steppe,7,grassland and dry shrubland,0
0,EMBSECBIO1070,40.630,22.100,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1071,40.620,22.070,warm-temperate evergreen and mixed forest,warm-temperate evergreen broadleaf and mixed forest,33,warm-temperate forest,0
0,EMBSECBIO1072,37.130,31.820,cool mixed forest,cool mixed forest,23,temperate forest,0
0,EMBSECBIO1073,40.600,22.050,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1074,40.770,22.400,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1075,40.590,22.040,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1076,40.580,22.040,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1077,40.570,22.040,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1078,40.560,22.030,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1079,40.560,22.150,warm-temperate evergreen and mixed forest,warm-temperate evergreen broadleaf and mixed forest,33,warm-temperate forest,0
0,EMBSECBIO1081,40.610,22.060,warm-temperate evergreen and mixed forest,warm-temperate evergreen broadleaf and mixed forest,33,warm-temperate forest,0
0,EMBSECBIO1082,40.540,22.710,steppe,steppe,7,grassland and dry shrubland,0
0,EMBSECBIO1083,37.790,28.590,warm-temperate evergreen and mixed forest,warm-temperate evergreen broadleaf and mixed forest,33,warm-temperate forest,0
0,EMBSECBIO1084,38.340,31.380,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1085,38.810,31.060,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO1086,39.000,31.120,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1087,40.520,22.700,steppe,steppe,7,grassland and dry shrubland,0
0,EMBSECBIO1088,40.530,22.700,steppe,steppe,7,grassland and dry shrubland,0
0,EMBSECBIO1089,40.900,22.630,xerophytic woods/scrub,xerophytic woods/scrub,36,grassland and dry shrubland,0
0,EMBSECBIO1090,40.530,22.700,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO1091,40.690,22.340,steppe,steppe,7,grassland and dry shrubland,0
0,EMBSECBIO1092,40.560,22.710,steppe,steppe,7,grassland and dry shrubland,0
0,EMBSECBIO1093,40.580,22.710,steppe,steppe,7,grassland and dry shrubland,0
0,EMBSECBIO1094,40.730,22.650,warm-temperate evergreen and mixed forest,warm-temperate evergreen broadleaf and mixed forest,33,warm-temperate forest,0
0,EMBSECBIO1095,40.750,22.540,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1096,40.770,22.480,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1097,37.650,31.620,cool mixed forest,cool mixed forest,23,temperate forest,0
0,EMBSECBIO1098,40.530,22.700,steppe,steppe,7,grassland and dry shrubland,0
0,EMBSECBIO1099,38.000,42.050,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1100,37.850,28.860,warm-temperate evergreen and mixed forest,warm-temperate evergreen broadleaf and mixed forest,33,warm-temperate forest,0
0,EMBSECBIO1101,38.130,41.670,steppe,steppe,7,grassland and dry shrubland,0
0,EMBSECBIO1102,37.930,42.490,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1103,37.920,42.420,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1104,37.910,42.360,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1105,38.180,39.720,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1106,37.930,42.230,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1107,38.180,39.720,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1108,37.980,41.850,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1109,37.750,37.550,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO111,41.580,44.830,xerophytic woods/scrub,xerophytic woods/scrub,36,grassland and dry shrubland,0
0,EMBSECBIO1110,37.880,37.280,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1111,38.500,39.530,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1112,38.470,39.550,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1113,38.400,39.670,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1114,37.920,42.260,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1115,37.270,38.530,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1116,40.550,22.160,warm-temperate evergreen and mixed forest,warm-temperate evergreen broadleaf and mixed forest,33,warm-temperate forest,0
0,EMBSECBIO1117,35.650,56.700,desert,desert,6,desert,0
0,EMBSECBIO1118,31.750,35.570,steppe,steppe,7,grassland and dry shrubland,0
0,EMBSECBIO1119,37.280,39.080,steppe,steppe,7,grassland and dry shrubland,0
0,EMBSECBIO112,41.580,44.830,xerophytic woods/scrub,xerophytic woods/scrub,36,grassland and dry shrubland,0
0,EMBSECBIO1120,37.220,38.500,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1121,38.170,41.470,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1122,37.220,38.500,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1123,38.070,40.050,steppe,steppe,7,grassland and dry shrubland,0
0,EMBSECBIO1124,37.380,38.850,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1125,37.720,39.420,steppe,steppe,7,grassland and dry shrubland,0
0,EMBSECBIO1126,37.910,40.100,steppe,steppe,7,grassland and dry shrubland,0
0,EMBSECBIO1127,38.180,39.720,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1128,38.180,39.720,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1129,38.180,39.720,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO113,41.580,44.830,xerophytic woods/scrub,xerophytic woods/scrub,36,grassland and dry shrubland,0
0,EMBSECBIO1130,37.220,38.500,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1131,37.150,28.340,warm-temperate evergreen and mixed forest,warm-temperate evergreen broadleaf and mixed forest,33,warm-temperate forest,0
0,EMBSECBIO1132,37.010,28.540,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO1133,37.040,28.690,warm-temperate evergreen and mixed forest,warm-temperate evergreen broadleaf and mixed forest,33,warm-temperate forest,0
0,EMBSECBIO1134,37.010,28.670,warm-temperate evergreen and mixed forest,warm-temperate evergreen broadleaf and mixed forest,33,warm-temperate forest,0
0,EMBSECBIO1135,36.790,28.780,warm-temperate evergreen and mixed forest,warm-temperate evergreen broadleaf and mixed forest,33,warm-temperate forest,0
0,EMBSECBIO1136,36.900,28.730,warm-temperate evergreen and mixed forest,warm-temperate evergreen broadleaf and mixed forest,33,warm-temperate forest,0
0,EMBSECBIO1137,38.280,39.750,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1138,37.100,28.440,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO1139,37.890,27.740,warm-temperate evergreen and mixed forest,warm-temperate evergreen broadleaf and mixed forest,33,warm-temperate forest,0
0,EMBSECBIO114,41.580,44.830,steppe,steppe,7,grassland and dry shrubland,0
0,EMBSECBIO1140,37.220,28.220,warm-temperate evergreen and mixed forest,warm-temperate evergreen broadleaf and mixed forest,33,warm-temperate forest,0
0,EMBSECBIO1141,37.360,28.170,warm-temperate evergreen and mixed forest,warm-temperate evergreen broadleaf and mixed forest,33,warm-temperate forest,0
0,EMBSECBIO1142,37.520,28.030,warm-temperate evergreen and mixed forest,warm-temperate evergreen broadleaf and mixed forest,33,warm-temperate forest,0
0,EMBSECBIO1143,37.650,27.960,warm-temperate evergreen and mixed forest,warm-temperate evergreen broadleaf and mixed forest,33,warm-temperate forest,0
0,EMBSECBIO1144,37.740,27.850,warm-temperate evergreen and mixed forest,warm-temperate evergreen broadleaf and mixed forest,33,warm-temperate forest,0
0,EMBSECBIO1145,37.930,28.550,warm-temperate evergreen and mixed forest,warm-temperate evergreen broadleaf and mixed forest,33,warm-temperate forest,0
0,EMBSECBIO1146,36.840,28.630,warm-temperate evergreen and mixed forest,warm-temperate evergreen broadleaf and mixed forest,33,warm-temperate forest,0
0,EMBSECBIO1147,38.870,40.200,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1148,49.000,22.500,cool mixed forest,cool mixed forest,23,temperate forest,0
0,EMBSECBIO1149,38.180,39.880,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO115,41.580,44.830,desert,desert,6,desert,0
0,EMBSECBIO1150,38.200,39.820,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1151,38.500,41.030,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1152,38.520,40.500,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1153,38.580,40.500,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1154,36.990,28.440,warm-temperate evergreen and mixed forest,warm-temperate evergreen broadleaf and mixed forest,33,warm-temperate forest,0
0,EMBSECBIO1155,38.910,40.430,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1156,37.890,27.740,warm-temperate evergreen and mixed forest,warm-temperate evergreen broadleaf and mixed forest,33,warm-temperate forest,0
0,EMBSECBIO1157,37.880,27.250,temperate sclerophyll woodland and shrubland,temperate sclerophyll woodland and shrubland,10,savanna and dry woodland,0
0,EMBSECBIO1158,37.920,27.350,temperate sclerophyll woodland and shrubland,temperate sclerophyll woodland and shrubland,10,savanna and dry woodland,0
0,EMBSECBIO1159,37.820,27.380,warm-temperate evergreen and mixed forest,warm-temperate evergreen broadleaf and mixed forest,33,warm-temperate forest,0
0,EMBSECBIO116,41.580,44.830,xerophytic woods/scrub,xerophytic woods/scrub,36,grassland and dry shrubland,0
0,EMBSECBIO1160,37.950,27.630,warm-temperate evergreen and mixed forest,warm-temperate evergreen broadleaf and mixed forest,33,warm-temperate forest,0
0,EMBSECBIO1161,37.950,27.630,warm-temperate evergreen and mixed forest,warm-temperate evergreen broadleaf and mixed forest,33,warm-temperate forest,0
0,EMBSECBIO1162,37.980,40.170,steppe,steppe,7,grassland and dry shrubland,0
0,EMBSECBIO1163,38.770,40.980,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO117,41.580,44.830,xerophytic woods/scrub,xerophytic woods/scrub,36,grassland and dry shrubland,0
0,EMBSECBIO141,43.270,41.310,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1909,40.400,27.600,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO1939,38.530,42.470,steppe,steppe,7,grassland and dry shrubland,0
0,EMBSECBIO1940,38.530,42.470,steppe,steppe,7,grassland and dry shrubland,0
0,EMBSECBIO1941,38.530,42.470,steppe,steppe,7,grassland and dry shrubland,0
0,EMBSECBIO2,37.500,45.500,steppe,steppe,7,grassland and dry shrubland,0
0,EMBSECBIO2198,41.570,36.060,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO2293,40.767,31.050,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO2294,40.767,31.050,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO2295,40.767,31.050,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO2369,40.867,30.433,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO2405,38.425,30.800,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO2406,38.425,30.800,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO2520,40.180,27.950,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO2807,43.280,41.290,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO2845,43.290,41.280,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3028,43.708,41.207,steppe,steppe,7,grassland and dry shrubland,0
0,EMBSECBIO3030,41.833,24.300,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3031,43.720,40.680,cool evergreen needleleaf forest,cool evergreen needleleaf forest,22,temperate forest,0
0,EMBSECBIO3033,43.683,41.158,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3034,48.750,28.250,steppe,steppe,7,grassland and dry shrubland,0
0,EMBSECBIO3036,40.283,36.150,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3039,42.500,36.800,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO3086,41.580,45.320,steppe,steppe,7,grassland and dry shrubland,0
0,EMBSECBIO3087,41.580,45.320,xerophytic woods/scrub,xerophytic woods/scrub,36,grassland and dry shrubland,0
0,EMBSECBIO3088,41.580,45.320,steppe,steppe,7,grassland and dry shrubland,0
0,EMBSECBIO3089,41.580,44.830,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO3090,41.580,44.830,steppe,steppe,7,grassland and dry shrubland,0
0,EMBSECBIO3091,41.580,44.830,steppe,steppe,7,grassland and dry shrubland,0
0,EMBSECBIO3092,41.680,44.720,steppe,steppe,7,grassland and dry shrubland,0
0,EMBSECBIO3093,41.680,44.720,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3094,41.680,44.720,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3095,41.680,44.720,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3096,41.570,44.370,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO3097,41.570,44.370,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO3098,41.570,44.370,steppe,steppe,7,grassland and dry shrubland,0
0,EMBSECBIO3099,41.570,44.370,steppe,steppe,7,grassland and dry shrubland,0
0,EMBSECBIO3100,41.530,44.120,steppe,steppe,7,grassland and dry shrubland,0
0,EMBSECBIO3101,41.530,44.120,steppe,steppe,7,grassland and dry shrubland,0
0,EMBSECBIO3102,41.530,44.120,steppe,steppe,7,grassland and dry shrubland,0
0,EMBSECBIO3103,41.650,44.220,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO3104,41.650,44.220,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO3105,41.650,44.220,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO3106,41.650,44.220,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO3107,41.670,44.170,steppe,steppe,7,grassland and dry shrubland,0
0,EMBSECBIO3108,41.670,44.170,steppe,steppe,7,grassland and dry shrubland,0
0,EMBSECBIO3109,41.670,44.170,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO311,41.650,44.220,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO3110,41.330,43.700,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO3111,41.330,43.700,cool mixed forest,cool mixed forest,23,temperate forest,0
0,EMBSECBIO3112,41.330,43.700,graminoid and forb tundra,undifferentiated tundra,4,tundra,0
0,EMBSECBIO3113,41.330,43.700,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3114,41.580,45.320,steppe,steppe,7,grassland and dry shrubland,0
0,EMBSECBIO312,41.650,44.220,graminoid and forb tundra,undifferentiated tundra,4,tundra,0
0,EMBSECBIO313,41.650,44.220,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO3201,42.950,43.150,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3202,42.950,43.150,cold evergreen needleleaf forest,cold evergreen needleleaf forest,12,boreal forest,0
0,EMBSECBIO3203,42.930,43.150,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3204,42.917,43.150,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO3205,42.917,43.150,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3206,42.883,43.150,steppe,steppe,7,grassland and dry shrubland,0
0,EMBSECBIO3207,42.883,43.150,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO3208,42.883,43.183,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3209,42.883,43.183,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO3210,42.800,43.000,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3211,42.800,43.000,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO3212,42.783,42.733,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO3213,42.700,42.750,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO3214,42.700,42.750,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3215,42.700,42.750,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO3216,42.600,42.683,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO3217,42.600,42.683,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO3218,42.600,42.683,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO3219,42.367,42.733,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO3220,42.300,42.700,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO3221,42.300,42.700,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO3222,42.300,42.700,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3223,42.300,42.700,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO3224,42.267,42.700,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO3225,42.233,42.733,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO3226,42.200,42.733,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3227,42.167,42.733,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO3228,42.017,42.833,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO3229,42.017,42.833,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3230,41.967,42.900,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO3231,41.900,42.883,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3232,41.867,42.883,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3233,41.833,42.867,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3234,42.833,44.633,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3235,42.783,44.650,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3236,42.750,44.633,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3237,42.667,44.650,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3238,42.633,44.583,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3239,42.600,44.533,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3240,42.567,44.500,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3241,42.533,44.483,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3242,42.517,44.467,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3243,42.500,44.450,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3244,42.467,44.483,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3245,42.433,44.500,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO3246,42.433,44.517,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3247,42.417,44.550,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO3248,42.417,44.550,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3249,42.400,44.633,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3250,42.400,44.633,cool mixed forest,cool mixed forest,23,temperate forest,0
0,EMBSECBIO3251,42.400,44.633,desert,desert,6,desert,0
0,EMBSECBIO3252,42.400,44.633,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3253,42.233,44.667,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3254,42.233,44.667,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO3255,42.233,44.667,cool mixed forest,cool mixed forest,23,temperate forest,0
0,EMBSECBIO3256,42.233,44.667,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO3257,42.183,44.683,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO3258,42.183,44.683,cool mixed forest,cool mixed forest,23,temperate forest,0
0,EMBSECBIO3259,42.183,44.683,temperate deciduous broadleaf forest,temperate deciduous broadleaf forest,13,temperate forest,0
0,EMBSECBIO3260,41.833,42.917,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3261,41.833,42.917,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3262,41.833,42.817,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3263,41.833,42.817,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3264,41.833,42.833,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3265,41.817,42.833,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3266,41.800,42.833,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3267,41.783,42.833,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3268,41.783,42.850,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3269,41.767,42.850,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3270,41.767,42.850,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3271,41.750,42.833,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3272,41.750,42.833,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3273,41.750,42.833,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
0,EMBSECBIO3274,41.700,42.850,temperate evergreen needleleaf open woodland,temperate evergreen needleleaf open woodland,9,temperate forest,0
